,Job Title,Company Name,Location,Sector,City,State
310,"Data Analyst, Center on Immigration and Justice (CIJ)","Vera Institute of Justice
3.2","New York, NY",Non-Profit,New York,New York
311,Senior Data Scientist,"ASB Resources
4.0","Newark, NJ",Information Technology,Newark,New Jersey
312,Senior Data Scientist,"Amazon
3.9","New York, NY",Information Technology,New York,New York
313,Data Engineer,"Freestar
4.9","New York, NY",Business Services,New York,New York
314,"Manager Data Scientist, Analytics & Insights","Tapestry
3.4","New York, NY",Retail,New York,New York
315,"Data Scientist with SQL, Python, R, Tableau","TechProjects
4.8","New York, NY",Information Technology,New York,New York
316,Data Engineer,"PulsePoint
4.4","New York, NY",Information Technology,New York,New York
317,Machine Learning Scientist,"Job Juncture
4.7","Maywood, NJ",Business Services,Maywood,New Jersey
318,Data Scientist Machine Learning Engineer,Group HN - HN Services USA,"New York, NY",-1,New York,New York
319,Senior Data Scientist,"Match Group
2.8","New York, NY",Business Services,New York,New York
320,Data Analyst,NYU Langone Medical Center,"New York, NY",-1,New York,New York
321,Quantum Principal Data Scientist (Industrial-Discrete sector),"IBM
3.7","New York, NY",Information Technology,New York,New York
322,Quantum Principal Data Scientist (Industrial-Process sector),"IBM
3.7","New York, NY",Information Technology,New York,New York
323,Data Analyst,"EDO, Inc.
5.0","New York, NY",Information Technology,New York,New York
324,Senior Data Scientist,"Sunrise Systems Inc
3.7","Newark, NJ",Information Technology,Newark,New Jersey
325,"Senior Data Scientist, Trello (Remote)","Atlassian
4.4","New York, NY",Information Technology,New York,New York
326,"Lead Data Scientist, R&D Team","Guy Carpenter
3.4","New York, NY",Insurance,New York,New York
327,Lead Data Scientist - Cyber Security,"MassMutual
3.7","New York, NY",Insurance,New York,New York
328,Data Analyst,Monkey Algorithms LLC,"New York, NY",-1,New York,New York
329,Principal Data Scientist - R&D Oncology,"AstraZeneca
4.0","New York, NY",Biotech & Pharmaceuticals,New York,New York
330,Data Analyst,"Nesco Resource, LLC
2.9","New York, NY",Business Services,New York,New York
331,Data Scientist - Social Impact (FT),"Barnabas Health
2.1","West Orange, NJ",-1,West Orange,New Jersey
332,Senior Data Scientist,"Strivr
4.5","Los Angeles, CA",Information Technology,Los Angeles, California
333,Data Scientist,"BlackLine
3.9","Woodland Hills, CA",Information Technology,Woodland Hills, California
334,Junior Data Scientist,"NBC Universal
3.8","Universal City, CA",Media,Universal City, California
335,Data Scientist,"Acorns
3.9","Anaheim, CA",Finance,Anaheim, California
336,Public Policy Data Analyst,"Netflix, Inc.
4.0","Los Angeles, CA",Information Technology,Los Angeles, California
337,Data Engineer,"Albert (CA)
3.7","Los Angeles, CA",Finance,Los Angeles, California
338,Senior Data Scientist,"Jam City
3.9","Culver City, CA",Media,Culver City, California
339,Data Analyst Healthcare - Experienced or Entry Level,"Delmarva Foundation
3.1","Cerritos, CA",Business Services,Cerritos, California
340,Data Scientist,"Hulu
3.8","Santa Monica, CA",Media,Santa Monica, California
341,Data Scientist,"Mythical Games
4.6","Los Angeles, CA",Media,Los Angeles, California
342,Data Scientist - Product,"Honey
4.4","Los Angeles, CA",Information Technology,Los Angeles, California
343,Data Scientist - Product,"Honey
2.3","Los Angeles, CA",Retail,Los Angeles, California
344,Data Scientist,"Starz
2.9","Santa Monica, CA",Media,Santa Monica, California
345,Data Scientist 2,"Humana
3.6","Torrance, CA",Insurance,Torrance, California
346,Data Scientist,"The Aerospace Corporation
3.9","El Segundo, CA",Aerospace & Defense,El Segundo, California
347,Data Scientist,"mPulse Mobile
3.7","Los Angeles, CA",Health Care,Los Angeles, California
348,Data Analyst - LA,"BlueLabs
4.7","Los Angeles, CA",Business Services,Los Angeles, California
349,Data Scientist,"Beyond Limits
4.2","Glendale, CA",Business Services,Glendale, California
350,Data Scientist/Lead Data Scientist - LA,"BlueLabs
4.7","Los Angeles, CA",Business Services,Los Angeles, California
351,Data Scientist,"Amazon
3.9","Santa Monica, CA",Information Technology,Santa Monica, California
352,"AVP, Quantitative Analyst, Portfolio Analytics, Risk and Reporting","Oaktree Capital Management
3.4","Los Angeles, CA",Finance,Los Angeles, California
353,Lead Data Analyst,"Headspace
3.4","Santa Monica, CA",Information Technology,Santa Monica, California
354,Data Scientist,"Aviana Global Technologies
4.2","Brea, CA",Information Technology,Brea, California
355,Data Scientist,"Ipsos
3.2","Culver City, CA",Business Services,Culver City, California
356,"Data Scientist, Product Analytics AR/VR","Facebook
4.5","Los Angeles, CA",Information Technology,Los Angeles, California
357,Senior Data Scientist,"TikTok
3.8","Los Angeles, CA",Information Technology,Los Angeles, California
358,Data Scientist,GradTests (gradtests.com),"Los Angeles, CA",-1,Los Angeles, California
359,Data Analyst (Apex Legends),"Electronic Arts
3.9","Los Angeles, CA",Media,Los Angeles, California
360,Senior Data Scientist,"Steady
3.6","Los Angeles, CA",Information Technology,Los Angeles, California
361,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Los Angeles, CA",Government,Los Angeles, California
362,Senior Data Scientist,"Zest AI
3.7","Burbank, CA",Finance,Burbank, California
363,Data Scientist,"ConsumerTrack
3.2","El Segundo, CA",Information Technology,El Segundo, California
364,Data Scientist,Evolvinc,"Burbank, CA",Information Technology,Burbank, California
365,Data Scientist,"Aspiration
2.4","Los Angeles, CA",Finance,Los Angeles, California
366,Data Scientist,"SkillSoniq
5.0","Los Angeles, CA",-1,Los Angeles, California
367,"Wealth Management, MIS Data Scientist, Associate","J.P. Morgan
3.9","Westmont, CA",Finance,Westmont, California
368,Federal - Data Scientist,"Solekai Systems Corp
4.2","Los Angeles, CA",Information Technology,Los Angeles, California
369,Data Engineer,"SADA
4.7","Los Angeles, CA",Information Technology,Los Angeles, California
370,Data Analytics Insights Analyst,"Neustar
3.7","Los Angeles, CA",Information Technology,Los Angeles, California
371,Senior Data Scientist,"Walt Disney Company
4.0","Los Angeles, CA",Media,Los Angeles, California
372,Data Scientist - Nationwide Opportunities,"Amazon
3.9","Santa Monica, CA",Information Technology,Santa Monica, California
373,"Data Scientist, Strategic Research and Analytics","Center for Sustainable
2.8","Los Angeles, CA","Oil, Gas, Energy & Utilities",Los Angeles, California
374,Educational Data Scientist,Expatiate Communications,"Pasadena, CA",-1,Pasadena, California
375,Data Scientist,"Turner Broadcasting
3.7","Burbank, CA",Media,Burbank, California
376,Data Scientist,"City of Hope
3.3","Irwindale, CA",Health Care,Irwindale, California
377,Data Analyst I,"L.A. Care Health Plan
3.1","Los Angeles, CA",Health Care,Los Angeles, California
378,Senior Data Scientist,"Foursquare
2.5","Los Angeles, CA",Information Technology,Los Angeles, California
379,Data Scientist,"Anchor Loans LP
3.3","Calabasas, CA",Real Estate,Calabasas, California
380,Data Scientist,"Gurucul
3.0","El Segundo, CA",Information Technology,El Segundo, California
381,Data Scientist,BlackLine Systems,"Woodland Hills, CA",-1,Woodland Hills, California
382,Staff Data Scientist - Consumer,"Opendoor
3.5","Los Angeles, CA",Real Estate,Los Angeles, California
383,Machine Learning Engineer Intern,"Magic Brush
3.0","Los Angeles, CA","Construction, Repair & Maintenance",Los Angeles, California
384,Data Analyst,People Tree,"Hermosa Beach, CA",Business Services,Hermosa Beach, California
385,Business Intelligence Analyst,"NEXT Trucking
4.0","El Segundo, CA",Transportation & Logistics,El Segundo, California
386,Data Analyst,"Wellth Inc.
5.0","Los Angeles, CA",Information Technology,Los Angeles, California
387,Robotics Scientist,"iRobot
3.5","Pasadena, CA",Retail,Pasadena, California
388,Quantitative Analyst,"Capital Group
3.9","Los Angeles, CA",Finance,Los Angeles, California
389,Scientist I,"BioPhase Solutions
4.9","Los Angeles, CA",Biotech & Pharmaceuticals,Los Angeles, California
390,Senior Data Scientist,"true[x]
3.6","Los Angeles, CA",Business Services,Los Angeles, California
391,"Machine Learning Engineer, 2+ Years Experience","Snap
3.6","Los Angeles, CA",Information Technology,Los Angeles, California
392,"Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop","CyberCoders
4.2","Santa Monica, CA",Business Services,Santa Monica, California
393,Data Scientist,"Allscripts
3.3","Whittier, CA",Information Technology,Whittier, California
394,Quantum Data Scientist (Industrial-Process sector),"IBM
3.7","Los Angeles, CA",Information Technology,Los Angeles, California
395,Research Scientist,"SDL
3.6","Los Angeles, CA",Information Technology,Los Angeles, California
396,Data Engineer / Data Scientist - Contributor,"Hyperloop Transportation Technologies
4.5","Los Angeles, CA",Transportation & Logistics,Los Angeles, California
397,Data Analyst,"PeerStreet
4.7","El Segundo, CA",Real Estate,El Segundo, California
398,Data Scientist II,"L.A. Care Health Plan
3.1","Los Angeles, CA",Health Care,Los Angeles, California
399,Machine Learning Engineer,"The Trevor Project
4.6","Los Angeles, CA",Non-Profit,Los Angeles, California
400,BI/Data Analyst,"Loot Crate
2.1","Los Angeles, CA",Retail,Los Angeles, California
401,"Content Data Scientist, Apple Media Products Data Science","Apple
4.1","Culver City, CA",Information Technology,Culver City, California
402,Data Analyst,"Dot818
5.0","Glendale, CA",Business Services,Glendale, California
403,"Video Business Data Scientist, Apple Media Products Data Science","Apple
4.1","Culver City, CA",Information Technology,Culver City, California
404,Data Analyst,"The Trevor Project
4.6","Los Angeles, CA",Non-Profit,Los Angeles, California
405,Market Data Analyst,"Capital Group
3.9","Los Angeles, CA",Finance,Los Angeles, California
406,Data Engineer,"CrowdRise
4.5","Los Angeles, CA",Information Technology,Los Angeles, California
407,Senior Data Analyst,"Steady
3.6","Los Angeles, CA",Information Technology,Los Angeles, California
408,Data Scientist III,"Amazon
3.9","Culver City, CA",Information Technology,Culver City, California
409,Data Scientist Consultant - Burbank California,"Capgemini
3.8","Burbank, CA",Information Technology,Burbank, California
410,Data Analyst,Kharon,"Los Angeles, CA",-1,Los Angeles, California
411,Quantitative Research Associate,"Capital Group
3.9","Los Angeles, CA",Finance,Los Angeles, California
412,Senior Data Scientist,"ViacomCBS
3.6","Los Angeles, CA",Media,Los Angeles, California
413,Machine Learning Engineer,"Fox Corporation
4.0","Los Angeles, CA",Media,Los Angeles, California
414,Data Analyst,Expertise LLC,"Los Angeles, CA",-1,Los Angeles, California
415,"Data Analyst, Product","Jam City
3.9","Culver City, CA",Media,Culver City, California
416,Quantitative Analyst,"Guggenheim Partners
3.8","Santa Monica, CA",Finance,Santa Monica, California
417,Business Intelligence Analyst,"Ad.net
4.8","Los Angeles, CA",Business Services,Los Angeles, California
418,Research Scientist,Molecular Instruments,"Los Angeles, CA",-1,Los Angeles, California
419,Data Analyst,"Signal Sciences
4.3","Los Angeles, CA",Information Technology,Los Angeles, California
420,Business Data Analyst,"Connect International
5.0","Los Angeles, CA",-1,Los Angeles, California
421,Data Analyst,"HireTalent
4.5","Los Angeles, CA",Business Services,Los Angeles, California
422,Data Scientist II,"Amazon
3.9","Culver City, CA",Information Technology,Culver City, California
423,MS Data Scientist,"Allscripts
3.3","Whittier, CA",Information Technology,Whittier, California
424,Sr. Data Analyst — US Safety,"TikTok
3.8","Los Angeles, CA",Information Technology,Los Angeles, California
425,Sr. Data Scientist,"Jobot
4.9","Los Angeles, CA",Business Services,Los Angeles, California
426,Data Engineer,"Cedars-Sinai
3.9","Los Angeles, CA",Health Care,Los Angeles, California
427,Scientist,"CodeForce 360
3.7","Los Angeles, CA",Information Technology,Los Angeles, California
428,Data Scientist,Ipsos North America,"Culver City, CA",-1,Culver City, California
429,Senior Data Scientist,"21st Century Fox
2.8","Los Angeles, CA",Media,Los Angeles, California
430,"Manager, Data Science - Core Analytics","Honey
4.4","Los Angeles, CA",Information Technology,Los Angeles, California
431,Sr. Data Scientist,"Warner Bros. Entertainment
3.9","Burbank, CA",Media,Burbank, California
432,Machine Learning Engineer,"TEEMA
4.7","Los Angeles, CA",Business Services,Los Angeles, California
433,Associate Research Scientist,"Grifols
3.2","Los Angeles, CA",Biotech & Pharmaceuticals,Los Angeles, California
434,Business Data Analyst,"PUBG Santa Monica
4.5","Los Angeles, CA",Media,Los Angeles, California
435,Survey Data Analyst,"First Professional Services
5.0","Los Angeles, CA",Information Technology,Los Angeles, California
436,Data Analyst,"Lucky Day
3.9","Los Angeles, CA",Information Technology,Los Angeles, California
437,Data Analyst,"HITRECORD
3.5","Los Angeles, CA",-1,Los Angeles, California
438,Data Engineer,"Mondo
3.8","Los Angeles, CA",Business Services,Los Angeles, California
439,Data Engineer,"The Honest Company
3.1","Los Angeles, CA",Information Technology,Los Angeles, California
440,"Search Data Scientist, Apple Media Products - Culver City, CA","Apple
4.1","Culver City, CA",Information Technology,Culver City, California
441,NLP Engineer -Data Scientist,"V Group Inc.
3.4","Northridge, CA",Business Services,Northridge, California
442,Data Scientist,AccessHope,"Irwindale, CA",-1,Irwindale, California
443,Data Science Resident - Galvanize Data Science Immersive Grads Only,"Galvanize Inc.
3.9","Los Angeles, CA",Education,Los Angeles, California
444,Data Science Specialist,"The Aerospace Corporation
3.9","El Segundo, CA",Aerospace & Defense,El Segundo, California
445,"Scientist, Innovation","Beyond Meat
3.1","El Segundo, CA",Manufacturing,El Segundo, California
446,"Manager, Data Science - Core Analytics","Honey
2.3","Los Angeles, CA",Retail,Los Angeles, California
447,Data Analyst,"Relevante, Inc.
3.1","Los Angeles, CA",Business Services,Los Angeles, California
448,Head of Data Science,"TikTok
3.8","Los Angeles, CA",Information Technology,Los Angeles, California
449,Senior Data Engineer/Data Scientist,Evolvinc,"Burbank, CA",Information Technology,Burbank, California
450,Research Scientist,"University of Southern California
4.2","Los Angeles, CA",Education,Los Angeles, California
